row_ds_stru,num_serie,categoria,nome,marca,modello
755,exzwaxoe3a,Aerofono,Clarinetto,Buffet Crampon,blank_marca
756,21fk0v20gs,Cordofono,Chitarra,Gibson,SG Standard
757,00oydes83o,Aerofono,Sassofono,Yanagisawa,A-WO1 Alto Sax
758,dox6crb5is,Aerofono,Clarinetto,Selmer,Privilege 18/5 NEW Bb Clarinet
759,m4mi1m7bzm,Aerofono,Sassofono,Yanagisawa,T-WO30 Elite Tenor Sax
760,ibohn22wz2,Archi,Violino,Stentor,SR1400 3/4
761,v69mlf9619,Aerofono,Clarinetto,Yamaha,CP 25/II Bass Clarinet Low C
762,eugljowktn,Cordofono,Chitarra,Fender,American Professional Jazzmaster
763,yd1fmhq5xh,Cordofono,Basso,Gibson,Thunderbird
764,jv5o9lhwog,Aerofono,Sassofono,Yamaha,YAS-62S 04 Alto Sax
765,5ziilglxdc,Membranofono,Tamburo,"",blank_marca
766,ottsrxfkxq,Archi,Violino,Yamaha,V3 SKA 3/4
767,3d5m1twjhh,Membranofono,Batteria,Ludwig,Breakbeats Set Azure Bundle II
768,g8srjvjcth,Cordofono,Chitarra,Fender,American Professional Jazzmaster
769,l8ufmcu14j,Aerofono,Clarinetto,Yamaha,Privilege 18/5 NEW Bb Clarinet
770,ddkdom73d5,Cordofono,Chitarra,Yamaha,Revstar RS620
771,4n56t6vxlq,Aerofono,Clarinetto,Buffet Crampon,blank_marca
772,toellofp1a,Cordofono,Chitarra,Gibson,1964 Trini Lopez
773,9ax6qvmomy,Aerofono,Sassofono,Yanagisawa,T-WO2 Tenor Sax
774,4v9fj7rtio,Membranofono,Batteria,Yamaha,Recording Custom Studio WLN
775,xbzacgm1f6,Aerofono,Clarinetto,Yamaha,CP 25/II Bass Clarinet Low C
776,p2e0uha9bk,Aerofono,Clarinetto,Yamaha,Privilege Bb- Clarinet black
777,g9dv7jtdab,Membranofono,Tamburo,Sonor,CGTT10P Tambourin
778,n6mqqxv8j8,Membranofono,Batteria,Ludwig,Centennial Zep Set LRC2 Bundle
779,towtwpese4,Aerofono,Clarinetto,Yamaha,CP 25/II Bass Clarinet Low C
780,2t5otx8vlu,Cordofono,Basso,Gibson,SG Bass
781,uzxsvf62rv,Membranofono,Batteria,Ludwig,Breakbeats Set Azure Bundle II
782,yxiww8ay1q,Aerofono,Sassofono,Selmer,SE-S3S Soprano Sax Silver
783,gspn5niuc9,Membranofono,Tamburo,Sonor,CGTT10P Tambourin
784,s6slc5irqw,Membranofono,Tamburo,"",blank_marca
785,3a2qq5fnfy,Archi,Violoncello,Lothar Semmlinger,No. 135 Cello 4/4
786,g0z5wirug2,Cordofono,Chitarra,Yamaha,SA2200VS
787,42tib4sfdt,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
788,m9aezcigi6,Archi,Violoncello,Vox Meister,CLS44
789,286ctorb8g,Membranofono,Batteria,Ludwig,Breakbeats Set Azure Bundle II
790,6gkuo0rnge,Archi,Violino,Gewa,Maestro 6 3/4
791,wvrdd73hba,Membranofono,Batteria,Yamaha,Recording Custom Studio WLN
792,howwebc771,Aerofono,Clarinetto,Yamaha,Privilege Bb- Clarinet black
793,10a32rnvk3,Aerofono,Sassofono,Yamaha,YSS-475 II Soprano Sax
794,awl7k48u3a,Membranofono,Batteria,Yamaha,Recording Custom Studio WLN
795,npnunwylip,Cordofono,Chitarra,Gibson,ES-355 Dot GM
796,w1fnxqn8kz,Archi,Violoncello,Vhienna,Vh Ce44concerto
797,id3d63p44v,Membranofono,Batteria,Pearl,Roadshow Studio Jet Black
798,fkizexa5jg,Archi,Violino,Gewa,Ideale VL2 3/4 FC
799,wlcektoiid,Archi,Violino,Yamaha,V3 SKA 3/4
800,kf27quf288,Cordofono,Chitarra,Yamaha,Revstar RS620
801,5666n9l1g8,Cordofono,Basso,Gibson,Thunderbird
802,r01zrzsi2t,Membranofono,Batteria,Yamaha,Recording Custom Studio WLN
803,phcdo4azvr,Archi,Violino,Stentor,SR1500 7/8
804,ulsajar1g5,Archi,Violino,Gewa,Maestro 6 3/4
805,sntoisfwdi,Archi,Violino,Yamaha,V7 SG34 3/4
806,crvi39xsid,Cordofono,Chitarra,Fender,MIJ Troublemaker Tele RW
807,gi51st48l5,Archi,Violoncello,Vhienna,Vh Ce44maestro
808,v50vhdxs8z,Membranofono,Batteria,Ludwig,Centennial Zep Set LRC2 Bundle
809,wiws0uq7qc,Aerofono,Sassofono,Selmer,SE-S3S Soprano Sax Silver
810,y9jc554hhu,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
811,6s1fpuf9pg,Membranofono,Tamburo,Sonor,LHDN10 Hand Drum
812,yso3lvn1oo,Archi,Violoncello,Vhienna,Vh Ce44concerto
813,huu8f4lkdf,Archi,Violino,Yamaha,V5 SC34 3/4
814,r2u29ycqr6,Membranofono,Batteria,Yamaha,Absolute Hybrid Studio Set-ORS
815,8rwi86htyh,Archi,Violino,Stentor,SR1500 Student II 3/4
816,sazu2iqodn,Cordofono,Basso,Fender,Jaco Pastorius Tribute Jazz
817,05xu1q6tax,Membranofono,Tamburo,"",blank_marca
818,6x3gz873b9,Aerofono,Sassofono,Yamaha,YAS-62S 04 Alto Sax
819,s24a5ofbbl,Membranofono,Tamburo,"",blank_marca
820,f3i9d2xyfk,Aerofono,Sassofono,Yanagisawa,T-WO30 Elite Tenor Sax
821,axv8eauq6w,Archi,Violino,Yamaha,V7 SG34 3/4
822,6r4b6rllf1,Membranofono,Batteria,Yamaha,Stage Custom Studio -RB Bundle
823,2pxbhgwilr,Membranofono,Tamburo,"",blank_marca
824,bmy48cb5oi,Membranofono,Batteria,Pearl,Roadshow Studio Jet Black
825,69zjepdzu1,Archi,Violino,Stentor,SR1400 3/4
826,61y92j58ut,Aerofono,Sassofono,Yanagisawa,A-WO1 Alto Sax
827,u9xkqy2qer,Membranofono,Batteria,Pearl,Decade Maple Standard S. Brown
828,60zm3qscxj,Cordofono,Chitarra,Gibson,SG Standard
829,8vvl4o37c3,Aerofono,Clarinetto,Yamaha,Privilege 18/5 NEW Bb Clarinet
830,jkrxru3q18,Membranofono,Batteria,Pearl,Decade Maple Standard S. Brown
831,mi80gmq1nt,Membranofono,Batteria,Yamaha,Recording Custom Studio WLN
832,o1mgys3r8e,Aerofono,Sassofono,Selmer,SE-S3S Soprano Sax Silver
833,erl60yf18j,Membranofono,Tamburo,"",blank_marca
834,acgur8k5em,Archi,Violoncello,Lothar Semmlinger,No. 135 Cello 4/4
835,81t0724hrn,Membranofono,Batteria,Gretsch,Energy Studio Grey Steel
836,snrdpcappo,Membranofono,Batteria,Pearl,Decade Maple Standard S. Brown
837,ct939353kn,Aerofono,Sassofono,Selmer,SE-S3S Soprano Sax Silver
838,jb1tmg8p2w,Aerofono,Sassofono,Selmer,SE-S3S Soprano Sax Silver
839,unv65ms0b8,Membranofono,Tamburo,"",blank_marca
840,abn2yr0dpm,Aerofono,Sassofono,Yanagisawa,T-WO30 Elite Tenor Sax
841,s70mveo5s6,Cordofono,Chitarra,Fender,American Performer Telecaster
842,gwa5ukrq9q,Aerofono,Clarinetto,Selmer,Privilege 18/5 NEW Bb Clarinet
843,t0i6mvw5hp,Archi,Violino,Yamaha,V7 SG34 3/4
844,4rs7sqh2nm,Aerofono,Sassofono,Yanagisawa,T-WO30 Elite Tenor Sax
845,iatq5quwcw,Archi,Violoncello,Vhienna,Vh Ce44concerto
846,bbw0uc3mgy,Archi,Violino,Yamaha,V3 SKA 3/4
847,9ooblk0bdj,Cordofono,Chitarra,Yamaha,Revstar RS620
848,gvquqvv66b,Cordofono,Basso,Gibson,EB Bass
849,4ja01pikv3,Archi,Violoncello,Vhienna,Vh Ce44maestro
850,a5zndz7zqk,Archi,Violino,Gewa,Allegro VL1 3/4 FC
851,w785dmsgvl,Aerofono,Sassofono,Yamaha,YSS-82ZRS Soprano Sax
852,ikvjhse8s4,Archi,Violino,Stentor,SR1400 3/4
853,qawueozpx7,Archi,Violoncello,Vhienna,Vh Ce44solista
854,xpz15lybrm,Archi,Violino,Gewa,Maestro 6 3/4
855,c8jn2irlev,Cordofono,Chitarra,Fender,MIJ Troublemaker Tele RW
856,vgqju6knmb,Aerofono,Clarinetto,Buffet Crampon,blank_marca
857,updyb56hf1,Membranofono,Tamburo,"",blank_marca
858,h19zmanq5m,Cordofono,Chitarra,Yamaha,Revstar RS620
859,d4qj935uvz,Archi,Violoncello,Vhienna,Vh Ce44concerto
860,zjniuxu18u,Cordofono,Chitarra,Fender,American Performer Telecaster
861,f4s8oaupmc,Membranofono,Batteria,Pearl,Roadshow Studio Jet Black
862,9e8i75eii7,Membranofono,Tamburo,"",blank_marca
863,4hhpxe2r1s,Cordofono,Basso,Gibson,SG Bass
864,97a20k37a7,Membranofono,Batteria,Pearl,Roadshow Compact Bronze Metal
865,fj41en0q8n,Cordofono,Chitarra,Gibson,1964 Trini Lopez
866,6omcgjhsis,Archi,Violoncello,Vhienna,Vh Ce44solista
867,wotnhnpu07,Membranofono,Tamburo,Remo,5
868,r6taotd585,Archi,Violoncello,Vhienna,Vh Ce44maestro
869,u01py25hf9,Cordofono,Chitarra,Fender,MIJ Troublemaker Tele RW
870,v5h222brjy,Aerofono,Sassofono,Yanagisawa,T-WO30 Elite Tenor Sax
871,gp7n5kxxl2,Archi,Violino,Yamaha,V5 SC34 3/4
872,xupmpx5cp8,Membranofono,Tamburo,Sonor,CGTT10P Tambourin
873,a9d7g7705u,Archi,Violoncello,Vox Meister,CEB44
874,ia6dvv0nql,Archi,Violino,Gewa,Maestro 6 3/4
875,07ln4yrujc,Membranofono,Batteria,Gretsch,Energy Studio Grey Steel
876,9s53wwlkym,Cordofono,Chitarra,Fender,American Professional Jazzmaster
877,4dkel05p0r,Membranofono,Tamburo,Sonor,CGTT10P Tambourin
878,rxi2id5v7u,Aerofono,Clarinetto,Selmer,Privilege Bb- Clarinet black
879,qxnojq6m80,Aerofono,Sassofono,Selmer,Reference 54 Alto Sax
880,7y3cdrubcw,Cordofono,Chitarra,Fender,American Professional Jazzmaster
881,4ic0h2822n,Cordofono,Basso,Fender,Jaco Pastorius Tribute Jazz
882,t9pkff4981,Membranofono,Tamburo,Sonor,HDP Hand Drum
883,e6ydzltcox,Membranofono,Batteria,Yamaha,Recording Custom Studio WLN
884,xjm4xdwh36,Cordofono,Chitarra,Yamaha,SA2200VS
885,1jnskhuc2m,Aerofono,Sassofono,Selmer,Reference 54 Alto Sax
886,94tdh5ki7u,Membranofono,Batteria,Yamaha,Stage Custom Studio -RB Bundle
887,sktes2yp67,Membranofono,Batteria,Pearl,Decade Maple Standard S. Brown
888,prm4fom12j,Cordofono,Chitarra,Fender,American Professional Jazzmaster
889,482gz7ovc0,Cordofono,Basso,Yamaha,BB434
890,uswjflhtbl,Archi,Violoncello,Vox Meister,CLS44
891,3mj65xpl0r,Membranofono,Tamburo,Remo,5
892,9ybho31wij,Aerofono,Clarinetto,Buffet Crampon,blank_marca
893,50mhqf3yjr,Cordofono,Basso,Fender,Post Modern P-Bass
894,uoacxr7au7,Membranofono,Batteria,Ludwig,Breakbeats Set Azure Bundle II
895,wlydhbtpbp,Aerofono,Sassofono,Yanagisawa,T-WO2 Tenor Sax
896,zlxrcxu0vb,Membranofono,Batteria,Pearl,Decade Maple Standard S. Brown
897,47gnd8iirf,Membranofono,Tamburo,Sonor,HDP Hand Drum
898,323kghgtq8,Archi,Violino,Stentor,SR1500 Student II 3/4
899,7bwkob5mlu,Membranofono,Tamburo,"",blank_marca
900,rqg0se7qbz,Membranofono,Batteria,Ludwig,Breakbeats Set Azure Bundle II
901,1xri2575k6,Membranofono,Batteria,Ludwig,Pocket Kit Red Sparkle
902,yucftjvbrz,Cordofono,Basso,Yamaha,BB434
903,oe0sqra4ow,Cordofono,Chitarra,Gibson,ES-355 Dot GM
904,krcbt4hx8n,Archi,Violoncello,Vox Meister,CESS4
905,ah5a8eibai,Archi,Violoncello,Vox Meister,CEB44
906,wqdw0f7jbn,Aerofono,Sassofono,Selmer,Reference 54 Alto Sax
907,jn2rxw7og0,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
908,wngmvgvuki,Aerofono,Sassofono,Selmer,SA80 II Tenor Sax SE-T2L
909,85uxxrjh7b,Aerofono,Clarinetto,Yamaha,Privilege 18/5 NEW Bb Clarinet
910,r49q1pl05j,Cordofono,Chitarra,Fender,American Performer Telecaster
911,4fnoqcscdn,Archi,Violino,Yamaha,V7 SG34 3/4
912,1k3yzo74e5,Cordofono,Chitarra,Gibson,ES-355 Dot GM
913,sx2vxga5vg,Membranofono,Batteria,Yamaha,Stage Custom Studio -RB Bundle
914,z8j4r7y992,Membranofono,Batteria,Gretsch,Energy Studio Grey Steel
915,et4jk7py0a,Membranofono,Batteria,Pearl,Roadshow Compact Bronze Metal
916,eoajha2lio,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
917,fdljvy6q8t,Aerofono,Sassofono,Yamaha,YSS-475 II Soprano Sax
918,s8rzslh8rr,Archi,Violino,Stentor,SR1400 3/4
919,xjxsss57i3,Membranofono,Batteria,Ludwig,Centennial Zep Set LRC2 Bundle
920,0zowajizkk,Membranofono,Tamburo,Meinl,FD20SD Sea Drum
921,4ikwp0dc3k,Aerofono,Sassofono,Yanagisawa,T-WO30 Elite Tenor Sax
922,z0gf8oobgy,Archi,Violoncello,Vhienna,Vh Ce44maestro
923,ulni21lfbx,Cordofono,Basso,Yamaha,TRB1005J
924,5mblyhoebc,Archi,Violino,Gewa,Allegro VL1 3/4 FC
925,0bu5bsh9m7,Aerofono,Clarinetto,Buffet Crampon,blank_marca
926,9s9y6ozsnu,Aerofono,Sassofono,Yanagisawa,T-WO2 Tenor Sax
927,2kqc98r9rv,Membranofono,Batteria,Pearl,Roadshow Studio Jet Black
928,rx2je8i2ka,Aerofono,Clarinetto,Yamaha,Privilege Bb- Clarinet black
929,psvcexr8w1,Aerofono,Sassofono,Yamaha,YAS-62S 04 Alto Sax
930,ajkgbwcv5f,Aerofono,Clarinetto,Buffet Crampon,blank_marca
931,pderytmnpj,Membranofono,Tamburo,Meinl,FD20SD Sea Drum
932,yh7jrqepsv,Aerofono,Clarinetto,Selmer,CP 25/II Bass Clarinet Low C
933,hdcbq17hq4,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
934,91yrdheuya,Aerofono,Clarinetto,Selmer,CP 25/II Bass Clarinet Low C
935,ub2lezejj5,Archi,Violoncello,Vox Meister,CEB44
936,ckr2we2227,Membranofono,Batteria,Pearl,Roadshow Studio Jet Black
937,wo1isc4ne6,Membranofono,Batteria,Yamaha,Absolute Hybrid Studio Set-ORS
938,dy4li4tilf,Aerofono,Clarinetto,Buffet Crampon,blank_marca
939,0t1ln54a5p,Archi,Violino,Stentor,SR1500 Student II 3/4
940,imcfd8o5to,Archi,Violoncello,Vhienna,Vh Ce44concerto
941,f6k14tnkx2,Membranofono,Batteria,Yamaha,Recording Custom Studio WLN
942,5157fcuurb,Membranofono,Tamburo,Remo,Bahia Buffalo Drum 16x3
943,zep9ljw2wv,Aerofono,Clarinetto,Selmer,Privilege Bb- Clarinet black
944,wjemot21fk,Cordofono,Chitarra,Yamaha,Revstar RS620
945,6pbbubhj8c,Cordofono,Basso,Gibson,SG Bass
946,z4snmqpvq4,Archi,Violino,Gewa,Ideale VL2 3/4 FC
947,yxhjtdhtbe,Membranofono,Batteria,Pearl,Roadshow Compact Bronze Metal
948,gg7hqpmn7t,Aerofono,Sassofono,Yamaha,YSS-82ZRS Soprano Sax
949,xw4o07nzjn,Membranofono,Batteria,Gretsch,Energy Studio Grey Steel
950,t5lm25qwti,Membranofono,Tamburo,Meinl,FD20SD Sea Drum
951,hjrxi06pxh,Aerofono,Sassofono,Selmer,Reference 54 Alto Sax
952,xh1yucjdin,Archi,Violino,Stentor,SR1500 Student II 3/4
953,iuadhanres,Cordofono,Chitarra,Gibson,ES-355 Dot GM
954,rzneb9a299,Cordofono,Basso,Yamaha,BB434
955,5qdhcf3mk2,Aerofono,Clarinetto,Buffet Crampon,blank_marca
956,ml0vehisc2,Membranofono,Batteria,Gretsch,Catalina 7-Piece Bundle SDCB
957,qrafvea6j3,Aerofono,Clarinetto,Yamaha,Privilege Bb- Clarinet black
958,6ccy2ylzkz,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
959,52f5lqxda2,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
960,pp4pn9nswr,Membranofono,Tamburo,Sonor,HDP Hand Drum
961,zepxwu3cyy,Aerofono,Clarinetto,Buffet Crampon,blank_marca
962,c1xs6mpua8,Archi,Violino,Yamaha,V7 SG34 3/4
963,sczg95ffn3,Cordofono,Basso,Fender,Jaco Pastorius Tribute Jazz
964,ga8kn9kil8,Archi,Violino,Yamaha,V5 SC34 3/4
965,4lrjab5zem,Aerofono,Sassofono,Selmer,SA80 II Tenor Sax SE-T2L
966,nsvzqcwt9h,Aerofono,Sassofono,Selmer,SA80 II Tenor Sax SE-T2L
967,hm0m5mxsoj,Aerofono,Clarinetto,Selmer,CP 25/II Bass Clarinet Low C
968,66ztvj3ws7,Aerofono,Clarinetto,Buffet Crampon,blank_marca
969,msfwzlv5sq,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
970,oq0dw09ehm,Cordofono,Basso,Fender,Post Modern P-Bass
971,1wd6mz8949,Cordofono,Basso,Gibson,SG Bass
972,oaoqclrr3t,Aerofono,Sassofono,Yamaha,YSS-82ZRS Soprano Sax
973,ow64e5e6qg,Membranofono,Tamburo,Remo,Ocean Drum Aquarium 2x2.5
974,ttrw7by7m4,Aerofono,Clarinetto,Yamaha,CP 25/II Bass Clarinet Low C
975,6i46qa6z23,Archi,Violoncello,Vhienna,Vh Ce44solista
976,l97ybv4xbc,Archi,Violoncello,Vox Meister,CEB44
977,zppmsbb6vl,Cordofono,Basso,Yamaha,TRB1005J
978,0d7hl5ren6,Aerofono,Clarinetto,Selmer,Privilege 18/5 NEW Bb Clarinet
979,3zhzozgxpn,Membranofono,Tamburo,"",blank_marca
980,kjc4o51h6f,Archi,Violino,Yamaha,V5 SC34 3/4
981,5gj5p72v29,Archi,Violino,Yamaha,V3 SKA 3/4
982,o1zgvtt5mh,Membranofono,Batteria,Gretsch,Catalina 7-Piece Bundle SDCB
983,uiin7c7nxh,Aerofono,Clarinetto,Selmer,Privilege Bb- Clarinet black
984,kftujzpyxl,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
985,xcpenwgldv,Aerofono,Sassofono,Yamaha,YSS-475 II Soprano Sax
986,q8tvgplv4o,Aerofono,Clarinetto,Yamaha,Privilege Bb- Clarinet black
987,nyv7lmqezf,Cordofono,Basso,Gibson,SG Bass
988,9xhw7rdr17,Aerofono,Sassofono,Yamaha,YSS-82ZRS Soprano Sax
989,hlyh42a110,Archi,Violoncello,Lothar Semmlinger,No. 300 Solo Cello Oil 4/4
990,norlqyps7d,Membranofono,Tamburo,Meinl,HD22AB-TF Hand Drum True Feel
991,q8hqxcxrmq,Aerofono,Sassofono,Selmer,Reference 54 Alto Sax
992,d3y6ddwxq6,Cordofono,Basso,Fender,Jaco Pastorius Tribute Jazz
993,o03zv3nuix,Cordofono,Basso,Gibson,SG Bass
994,z4sh26kliw,Archi,Violino,Yamaha,V7 SG34 3/4
995,v67pm73wmv,Membranofono,Batteria,Pearl,Decade Maple Standard S. Brown
996,1vxceudk5v,Aerofono,Sassofono,Yanagisawa,T-WO2 Tenor Sax
997,5qh6rgbp1t,Cordofono,Chitarra,Yamaha,SA2200VS
998,mcuu0nxue2,Archi,Violino,Stentor,SR1400 3/4
999,nzor1jon9u,Aerofono,Sassofono,Yamaha,YAS-62S 04 Alto Sax
1000,5g4newngxb,Aerofono,Clarinetto,Selmer,Privilege 18/5 NEW Bb Clarinet
